undefined21-04-2020,celo-euro, USD, EUR,celo-dollar, USD, EUR,celo, USD, EUR,ubeswap, USD, EUR,bitcoin,6856.456278354705USD,6310.620650491164EUR,moola-market, USD, EUR,mobius,0.0032698282212558767USD,0.0030095891327825614EUR,weth,171.45641642665788USD,157.80694257134806EUR,wrapped-bitcoin,6853.868348285219USD,6308.238742946588EUR,knoxedge, USD, EUR,poofcash, USD, EUR,resource-protocol, USD, EUR,solana,0.5347904942320182USD,0.4922275883770804EUR,truefeedbackchain,0.00011420291957614201USD,0.00010511373761291604EUR,premio, USD, EUR,usd-coin,0.9997959263158033USD,0.9202031724177283EUR,chubbyakita, USD, EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,3.419880359487937USD,3.1476271039494614EUR,saber, USD, EUR,fantom,0.0030190032823973283USD,0.002778663450088959EUR,avalanche-2, USD, EUR,wmatic, USD, EUR,binancecoin,15.027804337444612USD,13.831455861944999EUR,aave, USD, EUR,curve-dao-token, USD, EUR,celostarter, USD, EUR,sushi, USD, EUR,moola-celo-atoken, USD, EUR,
10-09-2021,celo-euro,1.1833932011584571USD,1.0008985854282082EUR,celo-dollar,1.0185733900473737USD,0.8614961318479982EUR,celo,5.2553906525184475USD,4.4444891302255005EUR,ubeswap,0.8635319914564726USD,0.7302898687067304EUR,bitcoin,46518.94118660236USD,39341.11508045078EUR,moola-market, USD, EUR,mobius,0.017103286687133668USD,0.014464266654595643EUR,weth,3439.637968898049USD,2909.2010788003695EUR,wrapped-bitcoin,46510.352299562415USD,39333.85145009221EUR,knoxedge, USD, EUR,poofcash,0.13356000445586588USD,0.11295182932833024EUR,resource-protocol, USD, EUR,solana,188.2759415810392USD,159.22515207102649EUR,truefeedbackchain,0.0039456554417917795USD,0.00333644624157913EUR,premio, USD, EUR,usd-coin,1.002367718306522USD,0.847789585363318EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000020082771568214998USD,0.000016982333045199262EUR,allbridge, USD, EUR,compound-ether,69.00906555181804USD,58.36103574623803EUR,saber,0.8177998164253741USD,0.6916844533349678EUR,fantom,1.6573944645306533USD,1.4016601560480384EUR,avalanche-2,40.95332903520038USD,34.63427131839801EUR,wmatic,1.3723709011254361USD,1.1606154434526836EUR,binancecoin,421.90434620430176USD,356.84121126309765EUR,aave,333.5703575598576USD,282.1007849587292EUR,curve-dao-token,2.384870380473508USD,2.016887265636825EUR,celostarter, USD, EUR,sushi,11.014048639289635USD,9.31553915647886EUR,moola-celo-atoken, USD, EUR,
11-09-2021,celo-euro,1.18362094213598USD,1.0021600154971126EUR,celo-dollar,1.010202891198072USD,0.8553286859484952EUR,celo,5.046352295581088USD,4.272696025145549EUR,ubeswap,0.796239888630844USD,0.6741683513048484EUR,bitcoin,44802.60640249699USD,37933.91881493019EUR,moola-market, USD, EUR,mobius,0.016934128192229066USD,0.014337956999078407EUR,weth,3208.459314100315USD,2716.570416655597EUR,wrapped-bitcoin,44774.769082420746USD,37910.34923439484EUR,knoxedge, USD, EUR,poofcash,0.11197503187341154USD,0.09480813973689867EUR,resource-protocol, USD, EUR,solana,178.31957000068277USD,150.98139672387782EUR,truefeedbackchain,0.004154006497005614USD,0.0035171557609496814EUR,premio, USD, EUR,usd-coin,1.0007760966268684USD,0.8473471132530035EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000016742724298826235USD,0.000014175897236573181EUR,allbridge, USD, EUR,compound-ether,64.30195275994745USD,54.44382038231993EUR,saber,0.6747784812850874USD,0.5713281923192703EUR,fantom,1.4969245228644774USD,1.267431024264125EUR,avalanche-2,48.43566612732952USD,41.00999415334856EUR,wmatic,1.296097514679546USD,1.0973928047040227EUR,binancecoin,401.63387407746995USD,340.05938484265283EUR,aave,312.05232500795046USD,264.21158306098147EUR,curve-dao-token,2.1361457219340645USD,1.808653221304354EUR,celostarter, USD, EUR,sushi,10.096118982572447USD,8.54828298135427EUR,moola-celo-atoken, USD, EUR,
12-09-2021,celo-euro,1.1856060261601387USD,1.0035004973600197EUR,celo-dollar,1.0078801659616277USD,0.8530727961104193EUR,celo,5.007189522100687USD,4.238100233074582EUR,ubeswap,0.8335470066726359USD,0.705516687088739EUR,bitcoin,45196.488277558245USD,38254.443267590075EUR,moola-market, USD, EUR,mobius,0.016818886032829508USD,0.014235555594844993EUR,weth,3266.990414077238USD,2765.1904874462125EUR,wrapped-bitcoin,45149.16256646672USD,38214.386643745136EUR,knoxedge, USD, EUR,poofcash,0.110572632126836USD,0.09358900755005037EUR,resource-protocol, USD, EUR,solana,177.94240190335438USD,150.61098279820487EUR,truefeedbackchain,0.004188376347969589USD,0.003545054306050505EUR,premio, USD, EUR,usd-coin,1.001957157196398USD,0.8480595437225018EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000016720103679352348USD,0.000014151945914514894EUR,allbridge, USD, EUR,compound-ether,65.56140387633928USD,55.491368925145224EUR,saber,0.6563721742534772USD,0.5555553774046655EUR,fantom,1.5413949253286499USD,1.3046412889829448EUR,avalanche-2,58.252030008040386USD,49.30469295489541EUR,wmatic,1.3129858077688867USD,1.1113151266530097EUR,binancecoin,404.1454767462771USD,342.0699439544792EUR,aave,327.0405611805631USD,276.80811210491214EUR,curve-dao-token,2.266598351203185USD,1.918455644253429EUR,celostarter, USD, EUR,sushi,10.576047490053194USD,8.951598323723493EUR,moola-celo-atoken, USD, EUR,
13-09-2021,celo-euro,1.183227509419132USD,1.0015890712206925EUR,celo-dollar,1.0051063545771728USD,0.8508114729796782EUR,celo,4.967009238413805USD,4.204518683215672EUR,ubeswap,0.8223551592289334USD,0.6962560414679282EUR,bitcoin,46195.21830082935USD,39111.689721798495EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.016603754345469707USD,0.014054895412142323EUR,weth,3418.228549190667USD,2893.4928663758637EUR,wrapped-bitcoin,46177.54926666999USD,39088.78750119429EUR,knoxedge, USD, EUR,poofcash,0.10748205417869976USD,0.09098237655967341EUR,resource-protocol, USD, EUR,solana,174.88132072034375USD,148.03511429524335EUR,truefeedbackchain,0.004038386449079009USD,0.003418449706894442EUR,premio, USD, EUR,usd-coin,0.999191392063222USD,0.8458045222762064EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000016263471561468645USD,0.000013764524102162742EUR,allbridge, USD, EUR,compound-ether,68.59866390495976USD,58.06801441024556EUR,saber,0.6535878002432226USD,0.5532548834400854EUR,fantom,1.4539567066025567USD,1.2310084391688279EUR,avalanche-2,59.69396875371986USD,50.54055527899323EUR,wmatic,1.3361588740310337USD,1.1312736084459896EUR,binancecoin,417.78466673455966USD,353.65012475947094EUR,aave,334.22917613209506USD,282.97880849317585EUR,curve-dao-token,2.418259875803256USD,2.0470303840088264EUR,celostarter, USD, EUR,sushi,11.853615064314832USD,10.035993583967864EUR,moola-celo-atoken, USD, EUR,
14-09-2021,celo-euro,1.1840059883009704USD,1.0025618066178EUR,celo-dollar,1.0020697368562357USD,0.8485065579619651EUR,celo,5.205368843886323USD,4.4073858001185515EUR,ubeswap,0.8856545854998052USD,0.749931562890302EUR,bitcoin,45139.83396873267USD,38219.89742132597EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.0147404457559214USD,0.01247974781167298EUR,weth,3292.3057347430054USD,2787.5952656068985EUR,wrapped-bitcoin,45149.14500649642USD,38227.781077000545EUR,knoxedge, USD, EUR,poofcash,0.10593036417361701USD,0.08968414201140172EUR,resource-protocol, USD, EUR,solana,169.277346931387USD,143.32712964680547EUR,truefeedbackchain,0.0039055476395801875USD,0.0033068271864325517EUR,premio, USD, EUR,usd-coin,1.0031171595081583USD,0.8493392989555582EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000015630692983157943USD,0.000013236195863682007EUR,allbridge, USD, EUR,compound-ether,66.1652040373359USD,56.02207825841223EUR,saber,0.5872779749923527USD,0.4972482614260261EUR,fantom,1.3131094266164114USD,1.1118097515161163EUR,avalanche-2,53.518061472586595USD,45.313742648839EUR,wmatic,1.252195394540406USD,1.060301459108668EUR,binancecoin,400.88829550518807USD,339.4321198042423EUR,aave,333.20504963358405USD,282.1247155247558EUR,curve-dao-token,2.3708153252621598USD,2.007369335899472EUR,celostarter, USD, EUR,sushi,11.109437049253213USD,9.4063603496027EUR,moola-celo-atoken, USD, EUR,
15-09-2021,celo-euro,1.1824350728399216USD,1.0019008859187213EUR,celo-dollar,1.0019795408307393USD,0.8489973045367013EUR,celo,5.0299037972499985USD,4.261726829526379EUR,ubeswap,0.8586542634282562USD,0.7275549304880294EUR,bitcoin,47135.43199562694USD,39936.81455039078EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.01583528278745194USD,0.013417235105808034EUR,weth,3418.7231752266102USD,2896.752520833008EUR,wrapped-bitcoin,47154.61102131543USD,39953.06451691804EUR,knoxedge, USD, EUR,poofcash,0.09552301208261085USD,0.08093855859783775EUR,resource-protocol, USD, EUR,solana,157.37799350381528USD,133.34291157992553EUR,truefeedbackchain,0.0039596102884285654USD,0.0033550609492015793EUR,premio, USD, EUR,usd-coin,1.0019757498706514USD,0.8489520093989047EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000013847564677469556USD,0.000011731379843458675EUR,allbridge, USD, EUR,compound-ether,68.67441232221752USD,58.18631872354379EUR,saber,0.5285288980415356USD,0.4478109076748363EUR,fantom,1.200361376342386USD,1.0170397862246237EUR,avalanche-2,51.40868422448842USD,43.557447152356076EUR,wmatic,1.3195774010705867USD,1.118048901224284EUR,binancecoin,414.29388624030463USD,351.0394956891345EUR,aave,383.0647404824915USD,324.562327186524EUR,curve-dao-token,2.798276171497405USD,2.371035365633179EUR,celostarter, USD, EUR,sushi,13.070414977387252USD,11.07427506121071EUR,moola-celo-atoken, USD, EUR,
16-09-2021,celo-euro,1.184086589807654USD,1.0019172361389264EUR,celo-dollar,1.0011637121134058USD,0.8471366773321828EUR,celo,5.028256079369243USD,4.2546689380704406EUR,ubeswap,0.8232510281671047USD,0.6964604908170332EUR,bitcoin,48186.53275704722USD,40765.22847406889EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.016337347007191333USD,0.013823878844828953EUR,weth,3611.1704976706883USD,3055.006906983432EUR,wrapped-bitcoin,48232.155280061124USD,40811.73465453426EUR,knoxedge, USD, EUR,poofcash,0.0979570146195283USD,0.08288652383434295EUR,resource-protocol, USD, EUR,solana,158.59633983839294USD,134.17060034720245EUR,truefeedbackchain,0.0039863525865680444USD,0.0033724064520055295EUR,premio, USD, EUR,usd-coin,1.0008658911053905USD,0.8468846754906079EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000014141499331281522USD,0.000011964528641225361EUR,allbridge, USD, EUR,compound-ether,72.2056287181397USD,61.09693715111131EUR,saber,0.5291886769236227USD,0.447687270413262EUR,fantom,1.4384639216769362USD,1.2169232161716286EUR,avalanche-2,57.34253420380464USD,48.51109582600831EUR,wmatic,1.4049369743739535USD,1.1885598210766732EUR,binancecoin,429.92698493835917USD,363.7835781595626EUR,aave,411.805329595945USD,348.4499032482682EUR,curve-dao-token,3.0307924177715573USD,2.564014015925726EUR,celostarter, USD, EUR,sushi,15.181331665231678USD,12.843224412806025EUR,moola-celo-atoken, USD, EUR,
17-09-2021,celo-euro,1.1803802668505166USD,1.003246502105593EUR,celo-dollar,1.0047942083780868USD,0.8540097654978285EUR,celo,5.348872509179917USD,4.5463544222651056EUR,ubeswap,0.8491085915018091USD,0.7216319186596432EUR,bitcoin,47879.47343992101USD,40694.440258159295EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.01456064215434233USD,0.01237360458147581EUR,weth,3572.825388818075USD,3036.7765316067603EUR,wrapped-bitcoin,47897.36258332673USD,40711.08178813737EUR,knoxedge, USD, EUR,poofcash,0.09754497551356099USD,0.08290054833971015EUR,resource-protocol, USD, EUR,solana,151.94834110204062USD,129.15077174479617EUR,truefeedbackchain,0.004010673872917064USD,0.003408812098177768EUR,premio, USD, EUR,usd-coin,1.0016194581600382USD,0.8513414827549982EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000013925172107314438USD,0.000011838206563591226EUR,allbridge, USD, EUR,compound-ether,71.5520346084258USD,60.81672509595063EUR,saber,0.4296338926791918USD,0.36517377159106984EUR,fantom,1.3173575672938855USD,1.1197078246849468EUR,avalanche-2,67.45027431787689USD,57.328348902364745EUR,wmatic,1.3869128834557654USD,1.178785801599975EUR,binancecoin,424.9286346297753USD,361.16171907405834EUR,aave,384.3517632862372USD,326.6855464815864EUR,curve-dao-token,3.10784641620258USD,2.6415606791476245EUR,celostarter, USD, EUR,sushi,14.934809731523199USD,12.69361750916218EUR,moola-celo-atoken, USD, EUR,
18-09-2021,celo-euro,1.178069287889516USD,1.0047281728694548EUR,celo-dollar,1.0059514796478697USD,0.857935778932484EUR,celo,5.102999950101079USD,4.352144537443211EUR,ubeswap,0.7922781899976236USD,0.6757023771213726EUR,bitcoin,47228.65821623257USD,40279.433446296156EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.013706467366150298USD,0.011689697757894928EUR,weth,3406.2709229739485USD,2905.0722193675624EUR,wrapped-bitcoin,47373.61268700321USD,40403.059316237566EUR,knoxedge, USD, EUR,poofcash,0.08543797157883398USD,0.07286662844072428EUR,resource-protocol, USD, EUR,solana,147.58433443491424USD,125.86877546616104EUR,truefeedbackchain,0.003597881881633055USD,0.003068489541569568EUR,premio, USD, EUR,usd-coin,1.000013898127118USD,0.8528718531566943EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.0000110620840456131USD,0.0000094232805425917EUR,allbridge, USD, EUR,compound-ether,68.34935937628885USD,58.29243463766178EUR,saber,0.4193482257003807USD,0.35764532777082714EUR,fantom,1.252301225357591USD,1.0680376230584763EUR,avalanche-2,70.45911610031602USD,60.091761757315595EUR,wmatic,1.4223519275955818USD,1.2130670649691682EUR,binancecoin,405.92466228296115USD,346.1969074746464EUR,aave,355.64226441054143USD,303.3130616251747EUR,curve-dao-token,2.8083658423235414USD,2.3951428922840563EUR,celostarter, USD, EUR,sushi,12.55233938835353USD,10.705388170751204EUR,moola-celo-atoken, USD, EUR,
19-09-2021,celo-euro,1.173766096608495USD,1.0010029861469818EUR,celo-dollar,1.0027841744877457USD,0.8551873801974189EUR,celo,5.245568964418995USD,4.473489405253052EUR,ubeswap,0.8335127441754194USD,0.7108305038984724EUR,bitcoin,48266.62707279063USD,41162.40703382776EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.025174991170358735USD,0.021469559744967157EUR,weth,3432.9024099012327USD,2927.6238028950975EUR,wrapped-bitcoin,48266.27615611006USD,41162.10776752071EUR,knoxedge, USD, EUR,poofcash,0.08831740735188459USD,0.07531823311598279EUR,resource-protocol, USD, EUR,solana,170.10982401213687USD,145.07186934526234EUR,truefeedbackchain,0.003692918725250471USD,0.0031493690968370314EUR,premio, USD, EUR,usd-coin,1.0036836055801563USD,0.8559544267256302EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000010073284829045552USD,0.000008590628254912836EUR,allbridge, USD, EUR,compound-ether,68.86418154249651USD,58.72826925380105EUR,saber,0.4391506312076403USD,0.3745133672520815EUR,fantom,1.336612707784599USD,1.1398806931639078EUR,avalanche-2,68.48538147965974USD,58.40522363581309EUR,wmatic,1.3631955015140091USD,1.1625508452326683EUR,binancecoin,411.49215032485296USD,350.925855194989EUR,aave,355.3920335593665USD,303.08294631586415EUR,curve-dao-token,2.880569174999629USD,2.4565868398389563EUR,celostarter, USD, EUR,sushi,12.677113296338815USD,10.811207021590599EUR,moola-celo-atoken, USD, EUR,
20-09-2021,celo-euro,1.17513398913947USD,1.0020367525392264EUR,celo-dollar,1.0076574525658706USD,0.8592295098029181EUR,celo,5.93061753269707USD,5.057037570130794EUR,ubeswap,0.9037826996163877USD,0.7706555079628942EUR,bitcoin,47371.03933236471USD,40393.2852387074EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.018399930476275955USD,0.015690007115660508EUR,weth,3326.9126235747312USD,2836.858394122175EUR,wrapped-bitcoin,47404.81168317209USD,40422.082922240865EUR,knoxedge, USD, EUR,poofcash,0.09554009107077184USD,0.08147229036105595EUR,resource-protocol, USD, EUR,solana,153.326441718045USD,130.74467670825305EUR,truefeedbackchain,0.003659732935896493USD,0.003120731128830588EUR,premio, USD, EUR,usd-coin,1.0039125769400732USD,0.8560573365209162EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000009941405048234215USD,0.000008477284619755524EUR,allbridge, USD, EUR,compound-ether,66.9328959048769USD,57.07368033808856EUR,saber,0.402728722585724USD,0.34341523905202115EUR,fantom,1.4543960671805225USD,1.2401635264848323EUR,avalanche-2,70.15668691561712USD,59.82260693294675EUR,wmatic,1.3224554505320303USD,1.1276577626686628EUR,binancecoin,409.8656741984923USD,349.4924603890546EUR,aave,340.6443445915248USD,290.47458616442964EUR,curve-dao-token,3.0514726091882447USD,2.6020547747796092EUR,celostarter, USD, EUR,sushi,12.02589944055141USD,10.254736996846438EUR,moola-celo-atoken, USD, EUR,
21-09-2021,celo-euro,1.173859102197143USD,1.0010693900719276EUR,celo-dollar,1.0021060366803407USD,0.8545980322930665EUR,celo,5.8595319834694415USD,4.997020594566706EUR,ubeswap,0.834849009691567USD,0.7119609051629865EUR,bitcoin,42932.94659595412USD,36613.3027229228EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.01565891585675424USD,0.013352357551054347EUR,weth,2937.437438574558USD,2505.05252249126EUR,wrapped-bitcoin,42858.755261899474USD,36550.03220485833EUR,knoxedge, USD, EUR,poofcash,0.07738639731843461USD,0.06599078599491116EUR,resource-protocol, USD, EUR,solana,133.36872474347524USD,113.73711519868499EUR,truefeedbackchain,0.0032934288454598885USD,0.0028084516873928427EUR,premio, USD, EUR,usd-coin,0.9948366424220824USD,0.8483986783308353EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000008878169045438568USD,0.0000075701927908193335EUR,allbridge, USD, EUR,compound-ether,59.475416660075204USD,50.72075427854546EUR,saber,0.33076578590062217USD,0.2820585393320397EUR,fantom,1.1387686370308252USD,0.9711441711971602EUR,avalanche-2,57.410267048802666USD,48.9562607642642EUR,wmatic,1.1314810413800713USD,0.9648636691506078EUR,binancecoin,363.8928187736703USD,310.3074178523348EUR,aave,291.2945870919716USD,248.41660646120752EUR,curve-dao-token,2.415299261539368USD,2.0597720408392957EUR,celostarter, USD, EUR,sushi,10.30738256976144USD,8.789558642068654EUR,moola-celo-atoken, USD, EUR,
22-09-2021,celo-euro,1.1754515568512796USD,1.0026601779941415EUR,celo-dollar,1.0108686473358413USD,0.8622709561774727EUR,celo,6.170724307486265USD,5.263800614566394EUR,ubeswap,0.732888990366494USD,0.6251748296743485EUR,bitcoin,40386.62363528928USD,34450.920786363546EUR,moola-market,1.5387721826456204USD,1.2948814080128375EUR,mobius,0.016321808693266483USD,0.013922959825999733EUR,weth,2720.868222970259USD,2320.976778503874EUR,wrapped-bitcoin,40414.32705400875USD,34474.55257822696EUR,knoxedge, USD, EUR,poofcash,0.06850216332852752USD,0.05842850919808749EUR,resource-protocol, USD, EUR,solana,122.69238861731206USD,104.66004287744848EUR,truefeedbackchain,0.0032915988153514766USD,0.0028075922507457495EUR,premio, USD, EUR,usd-coin,0.9961806085764492USD,0.8497699521727511EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000008274780367807785USD,0.000007057220909708174EUR,allbridge, USD, EUR,compound-ether,55.11477850583433USD,47.01444927927485EUR,saber,0.29904802138588676USD,0.25508796224216124EUR,fantom,0.9751832317334912USD,0.8318312966686681EUR,avalanche-2,57.90385605809707USD,49.39361052552641EUR,wmatic,1.036811611264789USD,0.8844003044088651EUR,binancecoin,343.8883778193333USD,293.3464151544702EUR,aave,267.85508856017213USD,228.48789048430652EUR,curve-dao-token,2.1719505152268934USD,1.8527346041029664EUR,celostarter, USD, EUR,sushi,9.131208686001287USD,7.789176683002307EUR,moola-celo-atoken,6.614725363684264USD,5.658844630828975EUR,
23-09-2021,celo-euro,1.1683840546604989USD,0.9992885039657038EUR,celo-dollar,1.0087750344401885USD,0.8629757699375145EUR,celo,6.568213908251483USD,5.619238362787303EUR,ubeswap,0.9358702634672934USD,0.8006295234341614EUR,bitcoin,43587.22305058473USD,37289.741064236216EUR,moola-market,1.9565473561485787USD,1.673810610806259EUR,mobius,0.020556179145368822USD,0.01758517401730956EUR,weth,3062.3051102947743USD,2619.707090398758EUR,wrapped-bitcoin,43563.95496652104USD,37269.83475295805EUR,knoxedge, USD, EUR,poofcash,0.09341703313152382USD,0.0798970661774978EUR,resource-protocol, USD, EUR,solana,148.3293541912427USD,126.89116430062806EUR,truefeedbackchain,0.0034004296994354934USD,0.0029089621945463788EUR,premio, USD, EUR,usd-coin,0.9998014988474035USD,0.8553501782939298EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000008328216835237673USD,0.0000071033943134960975EUR,allbridge, USD, EUR,compound-ether,61.56264919243547USD,52.66493794200358EUR,saber,0.38366481834421917USD,0.32823292538984605EUR,fantom,1.2399247687623343USD,1.060780438171551EUR,avalanche-2,74.21467139291019USD,63.49213567006247EUR,wmatic,1.2114882878624473USD,1.036390674129399EUR,binancecoin,378.304383892215USD,323.62767298389EUR,aave,301.0765458067827USD,257.57700646861844EUR,curve-dao-token,2.4449534520640275USD,2.091581884683766EUR,celostarter, USD, EUR,sushi,10.52183694574612USD,9.001105330140478EUR,moola-celo-atoken,6.614725363684264USD,5.658844630828975EUR,
24-09-2021,celo-euro,1.178936381350898USD,1.0041791047341122EUR,celo-dollar,1.0095108422035293USD,0.8596156438206222EUR,celo,7.230514509556135USD,6.156906023633709EUR,ubeswap,1.5354825386978526USD,1.3074894849043777EUR,bitcoin,44980.898214810935USD,38301.99950518112EUR,moola-market,2.3277301210275216USD,1.9826837019972474EUR,mobius,0.019504515612448144USD,0.016608426620764987EUR,weth,3153.2061327503798USD,2685.008626541204EUR,wrapped-bitcoin,44981.375848121796USD,38302.40621806511EUR,knoxedge, USD, EUR,poofcash,0.17255540269572142USD,0.14693385883725257EUR,resource-protocol, USD, EUR,solana,150.3896531797567USD,128.05934630666684EUR,truefeedbackchain,0.003590514783703911USD,0.0030573843770751977EUR,premio, USD, EUR,usd-coin,1.0032682793814938USD,0.8542999954540911EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge, USD, EUR,allbridge, USD, EUR,compound-ether,63.4356135610223USD,54.0323622560312EUR,saber,0.36440111839853USD,0.3103848474149602EUR,fantom,1.2569152625561397USD,1.070284713626015EUR,avalanche-2,76.35486767740508USD,65.01746786006092EUR,wmatic,1.2210067239587665USD,1.0397079825651967EUR,binancecoin,384.8505093844634USD,327.7067511995297EUR,aave,308.44604606013894USD,262.64705180299126EUR,curve-dao-token,2.7885758281349435USD,2.37451972344598EUR,celostarter, USD, EUR,sushi,10.6417008969838USD,9.061589222696943EUR,moola-celo-atoken,7.2400127224357345USD,6.166803916550914EUR,
25-09-2021,celo-euro,1.173566258381563USD,1.0012890787836644EUR,celo-dollar,1.0119332872798634USD,0.8633835045737526EUR,celo,7.678400755940085USD,6.551226881769592EUR,ubeswap,1.56281280421814USD,1.3333950101845233EUR,bitcoin,42752.1681545072USD,36476.23537376185EUR,moola-market,2.964171679343836USD,2.5290372051595154EUR,mobius,0.02230671511895779USD,0.019032133952924992EUR,weth,2933.5846829927136USD,2502.940318698745EUR,wrapped-bitcoin,42800.22000980601USD,36517.23331280645EUR,knoxedge, USD, EUR,poofcash,0.19255804531372692USD,0.16429090937776217EUR,resource-protocol, USD, EUR,solana,139.31414597542954USD,118.86310797452823EUR,truefeedbackchain,0.0034139523857326303USD,0.0029127910034118533EUR,premio, USD, EUR,usd-coin,1.0013473056325657USD,0.8543515238603149EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000003317896620040799USD,0.000002830945522600512EUR,allbridge, USD, EUR,compound-ether,58.82715581306934USD,50.1914469940224EUR,saber,0.30755103798017613USD,0.26240316070676223EUR,fantom,1.191779395897353USD,1.0168285641384118EUR,avalanche-2,72.54966713836322USD,61.89952110178567EUR,wmatic,1.12899726638975USD,0.963262725678266EUR,binancecoin,355.7512176219757USD,303.5276503775044EUR,aave,280.22330496392703USD,239.0870842418321EUR,curve-dao-token,2.4180410073983167USD,2.0630774235942586EUR,celostarter, USD, EUR,sushi,9.6706158813979USD,8.250988811240438EUR,moola-celo-atoken,7.720892383561599USD,6.587480823439512EUR,
26-09-2021,celo-euro,1.1764589675340873USD,1.0037959671639471EUR,celo-dollar,1.0088862842615876USD,0.8608170887519355EUR,celo,6.839346169545604USD,5.8355695289722345EUR,ubeswap,1.4233794455599367USD,1.2144771612323324EUR,bitcoin,42856.855164224515USD,36566.96881604705EUR,moola-market,2.2378014444683867USD,1.9093705154709837EUR,mobius,0.018461648549533315USD,0.015752124700161074EUR,weth,2943.1862086270703USD,2511.2294847179146EUR,wrapped-bitcoin,42929.83966318742USD,36629.24174501977EUR,knoxedge, USD, EUR,poofcash,0.14804085398925518USD,0.1263136380535221EUR,resource-protocol, USD, EUR,solana,136.8354526288871USD,116.75279742380832EUR,truefeedbackchain,0.0033542532891144465USD,0.0028619663051375607EUR,premio, USD, EUR,usd-coin,1.0031456094697606USD,0.8559189440959298EUR,chubbyakita,3.0610704196556277e-15USD,2.528900266128081e-15EUR,chubbydoge,0.000003317896620040799USD,0.000002830945522600512EUR,allbridge, USD, EUR,compound-ether,58.93002895880796USD,50.281163258668435EUR,saber,0.29837137751641263USD,0.2545809022952159EUR,fantom,1.2458882815741095USD,1.063035487928884EUR,avalanche-2,68.82282459762295USD,58.72204274555286EUR,wmatic,1.1227865049301249USD,0.9580007435340555EUR,binancecoin,351.3197716355193USD,299.7583253514319EUR,aave,275.84028568277745USD,235.35658615454423EUR,curve-dao-token,2.3195828069248803USD,1.979149236266547EUR,celostarter, USD, EUR,sushi,9.585051671759215USD,8.178301563153461EUR,moola-celo-atoken,6.81049898948446USD,5.810956105292771EUR,
